"database_name";"table_name";"model_name";"is_active";"execution_frequency";"execution_where_clause";"real_window";"retention_comment"
VP_STG;OCS_CHARGE;VP_STG;1;D ;loaded_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '180' DAY) AS TIMESTAMP(0));180;BIDEV-10916, retence pred migraci
VP_STG;OCS_BUNDLE_RECHARGE_COST;VP_STG;1;D ;loaded_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '180' DAY) AS TIMESTAMP(0));180;BIDEV-10916, retence pred migraci
VP_STG;OCS_INITIAL_CREDIT_COST;VP_STG;1;D ;loaded_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '180' DAY) AS TIMESTAMP(0));180;BIDEV-10916, retence pred migraci
VP_STG;OCS_RECHARGE_BAL;VP_STG;1;D ;loaded_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '180' DAY) AS TIMESTAMP(0));180;BIDEV-10916, retence pred migraci
VP_STG;OCS_VAS_RESERVE_COMMIT_COST;VP_STG;1;D ;loaded_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '180' DAY) AS TIMESTAMP(0));180;BIDEV-10916, retence pred migraci
VP_STG;VPOB_X_CHARGED_OTHER;VP_STG;1;D ;loaded_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '365' DAY) AS TIMESTAMP(0));365;BIDEV-10916, retence pred migraci
VP_STG;OCS_BALANCE_EXPIRY_COST;VP_STG;1;D ;loaded_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '180' DAY) AS TIMESTAMP(0));180;BIDEV-10916, retence pred migraci
VP_STG;OCS_DATA_IEC;VP_STG;1;D ;loaded_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '180' DAY) AS TIMESTAMP(0));180;BIDEV-10916, retence pred migraci
VP_STG;OCS_OUTPAYMENT_BAL;VP_STG;1;D ;loaded_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '180' DAY) AS TIMESTAMP(0));180;BIDEV-10916, retence pred migraci
VP_STG;VOX_X_V_TICKET;VP_STG;1;D ;loaded_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '365' DAY) AS TIMESTAMP(0));365;"NOVE - nasazeni 22.9.2026; BIDEV-10916, retence pred migraci"
VP_STG;KSYS_LST_USR_LOGIN_DATE;VP_STG;1;D ;loaded_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '365' DAY) AS TIMESTAMP(0));365;BIDEV-10916, retence pred migraci
VP_STG;OCS_DATA_IEC_COST;VP_STG;1;D ;loaded_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '180' DAY) AS TIMESTAMP(0));180;BIDEV-10916, retence pred migraci
VP_STG;OCS_VAS_CHECK_CHARGE;VP_STG;1;D ;loaded_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '180' DAY) AS TIMESTAMP(0));180;BIDEV-10916, retence pred migraci
VP_STG;IMD_LTE_PGWR;VP_STG;1;W ;loaded_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '180' DAY) AS TIMESTAMP(0));180;BIDEV-10916, retence pred migraci
VP_STG;OCS_CIRCUIT_SWITCHED_BALTYPE;VP_STG;1;D ;loaded_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '180' DAY) AS TIMESTAMP(0));180;BIDEV-10916, retence pred migraci
VP_STG;IMD_TMM;VP_STG;1;D ;loaded_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '180' DAY) AS TIMESTAMP(0));180;BIDEV-10916, retence pred migraci
VP_STG;OCS_DATA_SCUR_COST;VP_STG;1;D ;loaded_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '180' DAY) AS TIMESTAMP(0));180;BIDEV-10916, retence pred migraci
VP_STG;OCS_INITIAL_CREDIT;VP_STG;1;D ;loaded_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '180' DAY) AS TIMESTAMP(0));180;BIDEV-10916, retence pred migraci
VP_STG;OCS_MMS_COST;VP_STG;1;D ;loaded_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '180' DAY) AS TIMESTAMP(0));180;BIDEV-10916, retence pred migraci
VP_STG;OCS_CHARGE_BAL;VP_STG;1;D ;loaded_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '180' DAY) AS TIMESTAMP(0));180;BIDEV-10916, retence pred migraci
VP_STG;OCS_RECHARGE_BALTYPE;VP_STG;1;D ;loaded_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '180' DAY) AS TIMESTAMP(0));180;BIDEV-10916, retence pred migraci
VP_STG;OCS_INITIAL_CREDIT_BALTYPE;VP_STG;1;D ;loaded_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '180' DAY) AS TIMESTAMP(0));180;BIDEV-10916, retence pred migraci
VP_STG;OCS_SMS;VP_STG;1;D ;loaded_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '180' DAY) AS TIMESTAMP(0));180;BIDEV-10916, retence pred migraci
VP_STG;IMD_CALL_VLTE_EME;VP_STG;1;D ;loaded_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '180' DAY) AS TIMESTAMP(0));180;BIDEV-10916, retence pred migraci
VP_STG;OCS_VAS_RESERVE_COMMIT;VP_STG;1;D ;loaded_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '180' DAY) AS TIMESTAMP(0));180;BIDEV-10916, retence pred migraci
VP_STG;IMD_LTE_SGWR;VP_STG;1;D ;loaded_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '180' DAY) AS TIMESTAMP(0));180;BIDEV-10916, retence pred migraci
VP_STG;OCS_SMS_BALTYPE;VP_STG;1;D ;loaded_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '180' DAY) AS TIMESTAMP(0));180;BIDEV-10916, retence pred migraci
VP_STG;OCS_BUNDLE_RENEWAL;VP_STG;1;D ;loaded_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '180' DAY) AS TIMESTAMP(0));180;BIDEV-10916, retence pred migraci
VP_STG;OCS_DATA_SCUR_BAL;VP_STG;1;D ;loaded_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '180' DAY) AS TIMESTAMP(0));180;BIDEV-10916, retence pred migraci
VP_STG;OCS_INITIAL_CREDIT_BAL;VP_STG;1;D ;loaded_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '180' DAY) AS TIMESTAMP(0));180;BIDEV-10916, retence pred migraci
VP_STG;IMD_JSMS;VP_STG;1;W ;loaded_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '180' DAY) AS TIMESTAMP(0));180;BIDEV-10916, retence pred migraci
VP_STG;OCS_VAS_CHECK_CHARGE_BAL;VP_STG;1;D ;loaded_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '180' DAY) AS TIMESTAMP(0));180;BIDEV-10916, retence pred migraci
VP_STG;IMD_VLTE_FORW;VP_STG;1;D ;loaded_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '180' DAY) AS TIMESTAMP(0));180;BIDEV-10916, retence pred migraci
VP_STG;PCRF_MOB_FUP_EVENT;VP_STG;1;D ;loaded_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '365' DAY) AS TIMESTAMP(0));365;BIDEV-10916, retence pred migraci
VP_STG;OCS_VAS_RESERVE_COMMIT_BAL;VP_STG;1;D ;loaded_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '180' DAY) AS TIMESTAMP(0));180;BIDEV-10916, retence pred migraci
VP_STG;VOX_X_GAME_REWARD;VP_STG;1;D ;loaded_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '365' DAY) AS TIMESTAMP(0));365;BIDEV-10916, retence pred migraci
VP_STG;OCS_VAS_RESERVE_COMMIT_BALTYPE;VP_STG;1;D ;loaded_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '180' DAY) AS TIMESTAMP(0));180;BIDEV-10916, retence pred migraci
